PERSON_ID,GENDER,AGE,JOB TYPE
PERSON_0000000141,male,20,job_type4
PERSON_0000000142,male,60,salaried
PERSON_0000000143,female,30,job_type5
PERSON_0000000144,male,40,non_salaried
PERSON_0000000145,female,60,job_type4
PERSON_0000000146,male,40,job_type4
PERSON_0000000147,male,30,job_type4
PERSON_0000000148,male,30,job_type4
PERSON_0000000149,male,40,salaried
PERSON_0000000150,female,30,job_type5
PERSON_0000000151,female,20,job_type4
PERSON_0000000152,male,20,job_type3
PERSON_0000000153,male,20,job_type3
PERSON_0000000154,female,40,non_salaried
PERSON_0000000155,female,30,job_type3
PERSON_0000000156,male,20,job_type3
PERSON_0000000157,female,60,job_type3
PERSON_0000000158,female,30,job_type5
PERSON_0000000159,female,30,job_type5
PERSON_0000000160,male,40,job_type4
PERSON_0000000161,male,30,job_type4
PERSON_0000000162,male,40,salaried
PERSON_0000000163,male,40,non_salaried
PERSON_0000000164,male,30,job_type5
PERSON_0000000165,male,20,non_salaried
PERSON_0000000166,male,20,job_type5
PERSON_0000000167,female,40,job_type5
PERSON_0000000168,female,30,job_type5
PERSON_0000000169,male,60,non_salaried
PERSON_0000000170,female,60,job_type4
PERSON_0000000171,male,40,non_salaried
PERSON_0000000172,male,40,salaried
PERSON_0000000173,male,20,job_type3
PERSON_0000000174,male,30,non_salaried
PERSON_0000000175,female,60,non_salaried
PERSON_0000000176,male,60,job_type3
PERSON_0000000177,male,30,non_salaried
PERSON_0000000178,female,20,job_type4
PERSON_0000000179,male,60,salaried
PERSON_0000000180,female,30,job_type3
PERSON_0000000181,female,60,job_type4
PERSON_0000000182,male,30,job_type4
PERSON_0000000183,male,20,non_salaried
PERSON_0000000184,female,30,job_type4
PERSON_0000000185,female,20,job_type5
PERSON_0000000186,female,60,non_salaried
PERSON_0000000187,female,60,job_type4
PERSON_0000000188,male,60,job_type4
PERSON_0000000189,female,40,job_type4
PERSON_0000000190,female,60,job_type4
PERSON_0000000191,female,60,job_type3
PERSON_0000000192,male,30,job_type5
PERSON_0000000193,male,60,non_salaried
PERSON_0000000194,female,20,salaried
PERSON_0000000195,male,20,job_type3
PERSON_0000000196,male,60,job_type4
PERSON_0000000197,female,20,job_type3
PERSON_0000000198,female,20,salaried
PERSON_0000000199,male,60,job_type3
PERSON_0000000200,male,40,job_type4
PERSON_0000000201,male,40,job_type5
PERSON_0000000202,female,20,job_type3
PERSON_0000000203,female,60,job_type3
PERSON_0000000204,male,60,job_type4
PERSON_0000000205,male,60,job_type5
PERSON_0000000206,male,60,job_type4
PERSON_0000000207,female,30,job_type4
PERSON_0000000208,male,40,salaried
PERSON_0000000209,female,40,job_type4
PERSON_0000000210,female,30,job_type4
PERSON_0000000211,male,60,job_type5
PERSON_0000000212,male,30,non_salaried
PERSON_0000000213,male,40,job_type4
PERSON_0000000214,male,40,job_type4
PERSON_0000000215,female,30,salaried
PERSON_0000000216,male,30,job_type4
PERSON_0000000217,male,40,job_type5
PERSON_0000000218,male,40,job_type4
PERSON_0000000219,male,40,job_type5
PERSON_0000000220,female,30,job_type4
PERSON_0000000221,male,60,salaried
PERSON_0000000222,male,60,job_type4
PERSON_0000000223,male,40,job_type4
PERSON_0000000224,female,60,non_salaried
PERSON_0000000225,female,60,salaried
PERSON_0000000226,male,60,job_type4
PERSON_0000000227,female,40,job_type5
PERSON_0000000228,male,60,salaried
PERSON_0000000229,male,20,job_type5
PERSON_0000000230,female,60,job_type4
PERSON_0000000231,female,30,job_type4
PERSON_0000000232,female,60,salaried
PERSON_0000000233,male,30,job_type4
PERSON_0000000234,female,20,job_type5
PERSON_0000000235,male,40,salaried
PERSON_0000000236,male,60,non_salaried
PERSON_0000000237,male,60,job_type5
PERSON_0000000238,male,60,job_type4
PERSON_0000000239,male,60,job_type3
PERSON_0000000240,male,60,job_type5
PERSON_0000000241,male,60,salaried
PERSON_0000000242,male,20,job_type5
PERSON_0000000243,male,20,salaried
PERSON_0000000244,male,60,salaried
PERSON_0000000245,female,60,job_type3
PERSON_0000000246,male,40,job_type5
PERSON_0000000247,male,30,job_type4
PERSON_0000000248,male,60,job_type3
PERSON_0000000249,male,40,job_type5
PERSON_0000000250,male,60,job_type5
PERSON_0000000251,female,20,job_type4
PERSON_0000000252,male,40,non_salaried
PERSON_0000000253,male,30,job_type5
PERSON_0000000254,male,20,job_type4
PERSON_0000000255,male,60,job_type5
PERSON_0000000256,male,40,non_salaried
PERSON_0000000257,female,20,job_type3
PERSON_0000000258,female,30,non_salaried
PERSON_0000000259,female,60,non_salaried
PERSON_0000000260,male,60,job_type5
PERSON_0000000261,male,60,job_type4
PERSON_0000000262,male,40,salaried
PERSON_0000000263,male,40,job_type5
PERSON_0000000264,female,40,job_type4
PERSON_0000000265,male,40,non_salaried
PERSON_0000000266,male,40,job_type4
PERSON_0000000267,male,20,salaried
PERSON_0000000268,female,40,non_salaried
PERSON_0000000269,male,30,salaried
PERSON_0000000270,female,60,non_salaried
PERSON_0000000271,female,60,job_type5
PERSON_0000000272,female,40,non_salaried
PERSON_0000000273,male,30,job_type4
PERSON_0000000274,male,40,job_type5
PERSON_0000000275,male,40,salaried
PERSON_0000000276,female,20,job_type4
PERSON_0000000277,male,20,job_type3
PERSON_0000000278,female,60,salaried
PERSON_0000000279,female,20,non_salaried
PERSON_0000000280,male,40,job_type4
PERSON_0000000281,male,60,job_type3
PERSON_0000000282,male,60,job_type3
PERSON_0000000283,female,60,salaried
PERSON_0000000284,female,30,job_type5
PERSON_0000000285,female,60,salaried
PERSON_0000000286,male,30,job_type5
PERSON_0000000287,male,30,non_salaried
PERSON_0000000288,male,30,job_type5
PERSON_0000000289,male,30,job_type3
PERSON_0000000290,male,60,job_type5
PERSON_0000000291,male,40,job_type3
PERSON_0000000292,male,40,job_type3
PERSON_0000000293,male,30,non_salaried
PERSON_0000000294,female,60,job_type5
PERSON_0000000295,male,40,non_salaried
PERSON_0000000296,female,30,non_salaried
PERSON_0000000297,male,30,job_type5
PERSON_0000000298,male,30,job_type3
PERSON_0000000299,female,30,job_type4
PERSON_0000000300,male,30,job_type5
PERSON_0000000301,female,60,job_type3
PERSON_0000000302,female,30,salaried
PERSON_0000000303,female,40,job_type4
PERSON_0000000304,female,60,non_salaried
PERSON_0000000305,male,30,job_type5
PERSON_0000000306,male,40,salaried
PERSON_0000000307,male,40,job_type5
PERSON_0000000308,male,40,salaried
PERSON_0000000309,male,60,job_type5
PERSON_0000000310,male,60,job_type4
PERSON_0000000311,female,60,non_salaried
PERSON_0000000312,male,40,job_type5
PERSON_0000000313,female,30,salaried
PERSON_0000000314,male,30,non_salaried
PERSON_0000000315,female,40,non_salaried
PERSON_0000000316,female,60,job_type4
PERSON_0000000317,male,30,job_type4
PERSON_0000000318,male,40,job_type3
PERSON_0000000319,male,60,job_type3
PERSON_0000000320,male,40,salaried
PERSON_0000000321,male,20,job_type3
PERSON_0000000322,male,60,job_type5
PERSON_0000000323,male,60,non_salaried
PERSON_0000000324,male,20,job_type3
PERSON_0000000325,female,30,non_salaried
PERSON_0000000326,male,40,job_type5
PERSON_0000000327,female,40,job_type3
PERSON_0000000328,male,60,job_type5
PERSON_0000000329,female,60,job_type5
PERSON_0000000330,male,40,job_type5
PERSON_0000000331,male,30,job_type5
PERSON_0000000332,male,40,job_type3
PERSON_0000000333,male,20,job_type4
PERSON_0000000334,male,60,job_type5
PERSON_0000000335,male,40,non_salaried
PERSON_0000000336,female,60,salaried
PERSON_0000000337,female,30,job_type4
PERSON_0000000338,male,20,job_type3
PERSON_0000000339,male,40,job_type5
PERSON_0000000340,male,60,non_salaried
PERSON_0000000341,male,30,salaried
PERSON_0000000342,female,40,job_type4
PERSON_0000000343,male,30,job_type4
PERSON_0000000344,male,60,job_type5
PERSON_0000000345,male,30,job_type4
PERSON_0000000346,female,60,job_type5
PERSON_0000000347,male,30,job_type3
PERSON_0000000348,male,20,salaried
PERSON_0000000349,female,30,salaried
PERSON_0000000350,male,30,job_type4
PERSON_0000000351,male,60,job_type4
PERSON_0000000352,male,20,non_salaried
PERSON_0000000353,male,30,job_type5
PERSON_0000000354,male,60,job_type5
PERSON_0000000355,female,60,salaried
PERSON_0000000356,male,30,job_type4
PERSON_0000000357,male,30,job_type4
PERSON_0000000358,male,60,job_type4
PERSON_0000000359,male,20,job_type4
PERSON_0000000360,female,30,job_type3
PERSON_0000000361,male,60,job_type4
PERSON_0000000362,female,20,salaried
PERSON_0000000363,female,30,non_salaried
PERSON_0000000364,female,30,non_salaried
PERSON_0000000365,female,30,non_salaried
PERSON_0000000366,female,60,non_salaried
PERSON_0000000367,female,20,salaried
PERSON_0000000368,male,20,salaried
PERSON_0000000369,female,30,non_salaried
PERSON_0000000370,male,20,non_salaried
PERSON_0000000371,male,30,salaried
PERSON_0000000372,female,40,non_salaried
PERSON_0000000373,male,20,job_type3
PERSON_0000000374,male,30,job_type4
PERSON_0000000375,female,30,salaried
PERSON_0000000376,female,20,job_type4
PERSON_0000000377,male,30,salaried
PERSON_0000000378,male,30,job_type4
PERSON_0000000379,female,60,job_type5
PERSON_0000000380,female,20,job_type5
PERSON_0000000381,male,30,job_type4
PERSON_0000000382,male,60,job_type4
PERSON_0000000383,female,40,salaried
PERSON_0000000384,male,40,non_salaried
PERSON_0000000385,male,60,job_type4
PERSON_0000000386,female,40,job_type3
PERSON_0000000387,female,30,job_type4
PERSON_0000000388,female,30,non_salaried
PERSON_0000000389,male,60,job_type5
PERSON_0000000390,female,30,job_type5
PERSON_0000000391,male,60,job_type3
PERSON_0000000392,male,20,salaried
PERSON_0000000393,male,60,job_type4
PERSON_0000000394,male,60,non_salaried
PERSON_0000000395,male,30,job_type3
PERSON_0000000396,female,40,job_type4
PERSON_0000000397,female,60,job_type3
PERSON_0000000398,male,60,job_type5
PERSON_0000000399,male,30,job_type4
PERSON_0000000400,male,30,non_salaried
PERSON_0000000401,female,40,job_type5
PERSON_0000000402,male,30,job_type4
PERSON_0000000403,male,60,job_type4
PERSON_0000000404,male,40,job_type3
PERSON_0000000405,male,20,non_salaried
PERSON_0000000406,female,40,salaried
PERSON_0000000407,male,40,salaried
PERSON_0000000408,male,40,job_type5
PERSON_0000000409,male,30,job_type3
PERSON_0000000410,male,40,job_type4
PERSON_0000000411,male,40,job_type5
PERSON_0000000412,female,40,job_type5
PERSON_0000000413,male,40,job_type3
PERSON_0000000414,male,30,job_type3
PERSON_0000000415,male,30,non_salaried
PERSON_0000000416,female,40,salaried
PERSON_0000000417,male,60,job_type3
PERSON_0000000418,male,40,salaried
PERSON_0000000419,male,30,salaried
PERSON_0000000420,male,20,job_type3
PERSON_0000000421,male,60,job_type3
PERSON_0000000422,male,60,job_type4
PERSON_0000000423,female,30,job_type4
PERSON_0000000424,female,60,salaried
PERSON_0000000425,male,20,job_type4
PERSON_0000000426,male,60,job_type5
PERSON_0000000427,female,30,job_type4
PERSON_0000000428,male,40,job_type5
PERSON_0000000429,male,30,salaried
PERSON_0000000430,male,20,job_type5
PERSON_0000000431,male,60,non_salaried
PERSON_0000000432,male,30,job_type4
PERSON_0000000433,female,40,job_type5
PERSON_0000000434,male,30,job_type4
PERSON_0000000435,male,60,job_type3
PERSON_0000000436,female,20,job_type5
PERSON_0000000437,female,20,salaried
PERSON_0000000438,male,40,job_type5
PERSON_0000000439,male,40,job_type5
PERSON_0000000440,female,60,salaried
PERSON_0000000441,male,30,job_type5
PERSON_0000000442,male,30,job_type5
PERSON_0000000443,male,30,job_type4
PERSON_0000000444,male,60,job_type4
PERSON_0000000445,male,40,non_salaried
PERSON_0000000446,male,60,salaried
PERSON_0000000447,female,30,non_salaried
PERSON_0000000448,male,20,salaried
PERSON_0000000449,female,30,job_type4
PERSON_0000000450,male,30,salaried
PERSON_0000000451,female,30,job_type4
PERSON_0000000452,male,30,job_type3
PERSON_0000000453,female,60,job_type5
PERSON_0000000454,male,60,salaried
PERSON_0000000455,male,30,job_type4
PERSON_0000000456,male,40,job_type4
PERSON_0000000457,female,30,job_type4
PERSON_0000000458,female,30,job_type5
PERSON_0000000459,male,40,non_salaried
PERSON_0000000460,male,30,salaried
PERSON_0000000461,female,60,job_type4
PERSON_0000000462,male,30,job_type4
PERSON_0000000463,female,40,job_type3
PERSON_0000000464,female,40,job_type4
PERSON_0000000465,male,60,job_type4
PERSON_0000000466,male,30,non_salaried
PERSON_0000000467,male,60,job_type3
PERSON_0000000468,male,30,salaried
PERSON_0000000469,male,40,non_salaried
PERSON_0000000470,male,30,job_type5
PERSON_0000000471,female,30,job_type4
PERSON_0000000472,male,30,salaried
PERSON_0000000473,male,40,job_type3
PERSON_0000000474,male,30,job_type3
PERSON_0000000475,male,40,non_salaried
PERSON_0000000476,male,60,job_type5
PERSON_0000000477,male,60,non_salaried
PERSON_0000000478,male,40,job_type5
PERSON_0000000479,male,30,job_type3
PERSON_0000000480,female,30,job_type5
PERSON_0000000481,male,20,job_type4
PERSON_0000000482,female,60,non_salaried
PERSON_0000000483,female,40,job_type5
PERSON_0000000484,female,20,job_type4
PERSON_0000000485,male,30,job_type4
PERSON_0000000486,male,40,job_type5
PERSON_0000000487,female,40,job_type4
PERSON_0000000488,female,60,job_type3
PERSON_0000000489,male,20,non_salaried
PERSON_0000000490,male,30,job_type4
PERSON_0000000491,female,60,non_salaried
PERSON_0000000492,female,20,job_type3
PERSON_0000000493,male,40,job_type5
PERSON_0000000494,female,30,non_salaried
PERSON_0000000495,male,20,job_type5
PERSON_0000000496,male,60,non_salaried
PERSON_0000000497,female,30,non_salaried
PERSON_0000000498,female,20,non_salaried
PERSON_0000000499,male,30,job_type5
PERSON_0000000500,male,60,job_type5
PERSON_0000000501,male,30,job_type4
PERSON_0000000502,male,60,non_salaried
PERSON_0000000503,male,30,job_type5
PERSON_0000000504,female,60,job_type5
PERSON_0000000505,male,60,job_type5
PERSON_0000000506,male,40,job_type3
PERSON_0000000507,female,60,non_salaried
PERSON_0000000508,female,30,salaried
PERSON_0000000509,male,30,job_type4
PERSON_0000000510,male,60,job_type3
PERSON_0000000511,female,30,non_salaried
PERSON_0000000512,male,30,job_type4
PERSON_0000000513,female,40,job_type3
PERSON_0000000514,male,40,job_type3
PERSON_0000000515,female,40,non_salaried
PERSON_0000000516,male,40,job_type4
PERSON_0000000517,male,20,non_salaried
PERSON_0000000518,male,60,job_type5
PERSON_0000000519,female,40,job_type5
PERSON_0000000520,male,60,job_type3
PERSON_0000000521,female,20,non_salaried
PERSON_0000000522,male,60,non_salaried
PERSON_0000000523,male,40,job_type5
PERSON_0000000524,male,20,job_type4
PERSON_0000000525,male,60,non_salaried
PERSON_0000000526,male,30,salaried
PERSON_0000000527,female,60,job_type3
PERSON_0000000528,male,40,non_salaried
PERSON_0000000529,male,60,salaried
PERSON_0000000530,female,30,job_type4
PERSON_0000000531,female,40,job_type3
PERSON_0000000532,female,40,job_type5
PERSON_0000000533,male,60,job_type3
PERSON_0000000534,female,30,job_type4
PERSON_0000000535,male,20,non_salaried
PERSON_0000000536,female,40,job_type4
PERSON_0000000537,male,30,salaried
PERSON_0000000538,male,30,job_type3
PERSON_0000000539,male,20,job_type3
PERSON_0000000540,male,40,non_salaried
PERSON_0000000541,male,20,salaried
PERSON_0000000542,female,60,job_type3
PERSON_0000000543,female,40,non_salaried
PERSON_0000000544,male,40,job_type3
PERSON_0000000545,female,20,job_type5
PERSON_0000000546,female,40,job_type3
PERSON_0000000547,male,60,non_salaried
PERSON_0000000548,female,30,non_salaried
PERSON_0000000549,female,60,non_salaried
PERSON_0000000550,male,30,non_salaried
PERSON_0000000551,female,20,non_salaried
PERSON_0000000552,female,40,job_type4
PERSON_0000000553,male,30,job_type5
PERSON_0000000554,female,20,salaried
PERSON_0000000555,male,60,job_type3
PERSON_0000000556,female,20,job_type3
PERSON_0000000557,female,20,job_type3
PERSON_0000000558,male,30,salaried
PERSON_0000000559,male,60,job_type4
PERSON_0000000560,female,40,job_type5
PERSON_0000000561,male,40,job_type3
PERSON_0000000562,male,60,non_salaried
PERSON_0000000563,female,40,job_type3
PERSON_0000000564,female,20,job_type5
PERSON_0000000565,female,20,job_type3
PERSON_0000000566,male,40,job_type5
PERSON_0000000567,female,40,job_type5
PERSON_0000000568,male,40,salaried
PERSON_0000000569,male,40,non_salaried
PERSON_0000000570,female,20,salaried
PERSON_0000000571,male,40,non_salaried
PERSON_0000000572,male,60,job_type5
PERSON_0000000573,female,30,job_type5
PERSON_0000000574,male,30,job_type5
PERSON_0000000575,male,30,job_type5
PERSON_0000000576,female,30,non_salaried
PERSON_0000000577,female,60,non_salaried
PERSON_0000000578,female,20,job_type3
PERSON_0000000579,male,60,job_type3
PERSON_0000000580,male,30,job_type5
PERSON_0000000581,male,60,job_type5
PERSON_0000000582,female,20,salaried
PERSON_0000000583,female,20,job_type4
PERSON_0000000584,male,20,job_type4
PERSON_0000000585,female,40,non_salaried
PERSON_0000000586,female,30,non_salaried
PERSON_0000000587,female,20,salaried
PERSON_0000000588,male,60,non_salaried
PERSON_0000000589,female,40,job_type5
PERSON_0000000590,male,30,job_type4
PERSON_0000000591,female,20,salaried
PERSON_0000000592,male,30,salaried
PERSON_0000000593,female,60,job_type5
PERSON_0000000594,male,60,job_type3
PERSON_0000000595,female,20,non_salaried
PERSON_0000000596,male,30,job_type3
PERSON_0000000597,female,20,non_salaried
PERSON_0000000598,male,60,salaried
PERSON_0000000599,female,60,job_type4
PERSON_0000000600,male,30,non_salaried
PERSON_0000000601,female,60,job_type4
PERSON_0000000602,female,20,job_type3
PERSON_0000000603,male,30,job_type3
PERSON_0000000604,male,20,non_salaried
PERSON_0000000605,female,20,job_type5
PERSON_0000000606,female,60,job_type3
PERSON_0000000607,male,60,job_type5
PERSON_0000000608,male,60,salaried
PERSON_0000000609,male,20,non_salaried
PERSON_0000000610,male,60,non_salaried
PERSON_0000000611,male,20,job_type3
PERSON_0000000612,female,20,salaried
PERSON_0000000613,female,20,non_salaried
PERSON_0000000614,female,20,job_type3
PERSON_0000000615,female,40,job_type3
PERSON_0000000616,male,20,job_type5
PERSON_0000000617,female,30,job_type3
PERSON_0000000618,female,20,job_type3
PERSON_0000000619,female,40,non_salaried
PERSON_0000000620,male,60,salaried
PERSON_0000000621,female,60,non_salaried
PERSON_0000000622,female,60,salaried
PERSON_0000000623,female,60,job_type5
PERSON_0000000624,male,60,job_type4
PERSON_0000000625,female,60,job_type5
PERSON_0000000626,male,60,job_type4
PERSON_0000000627,female,60,job_type4
PERSON_0000000628,female,40,job_type4
PERSON_0000000629,male,20,salaried
PERSON_0000000630,male,60,job_type5
PERSON_0000000631,male,60,job_type4
PERSON_0000000632,female,40,job_type5
PERSON_0000000633,male,40,job_type5
PERSON_0000000634,female,20,job_type4
PERSON_0000000635,female,20,non_salaried
PERSON_0000000636,female,40,job_type3
PERSON_0000000637,female,60,job_type4
PERSON_0000000638,male,60,job_type5
PERSON_0000000639,female,60,job_type3
PERSON_0000000640,female,30,job_type3
PERSON_0000000641,female,40,non_salaried
PERSON_0000000642,male,20,salaried
PERSON_0000000643,male,20,job_type5
PERSON_0000000644,male,40,job_type5
PERSON_0000000645,male,40,job_type4
PERSON_0000000646,male,40,job_type5
PERSON_0000000647,female,60,salaried
PERSON_0000000648,female,40,job_type5
PERSON_0000000649,female,60,job_type4
PERSON_0000000650,male,20,non_salaried
PERSON_0000000651,female,30,salaried
PERSON_0000000652,female,60,salaried
PERSON_0000000653,male,20,job_type3
PERSON_0000000654,male,60,job_type3
PERSON_0000000655,female,30,job_type3
PERSON_0000000656,male,60,job_type5
PERSON_0000000657,female,60,job_type3
PERSON_0000000658,male,60,job_type5
PERSON_0000000659,male,60,non_salaried
PERSON_0000000660,female,30,salaried
PERSON_0000000661,male,60,non_salaried
PERSON_0000000662,female,40,job_type5
PERSON_0000000663,female,60,job_type4
PERSON_0000000664,male,60,salaried
PERSON_0000000665,female,30,job_type5
PERSON_0000000666,male,20,job_type4
PERSON_0000000667,female,20,job_type3
PERSON_0000000668,male,40,job_type4
PERSON_0000000669,female,40,salaried
PERSON_0000000670,female,30,job_type3
PERSON_0000000671,male,60,non_salaried
PERSON_0000000672,male,60,salaried
PERSON_0000000673,female,20,job_type4
PERSON_0000000674,male,20,salaried
PERSON_0000000675,male,30,job_type3
PERSON_0000000676,male,60,job_type5
PERSON_0000000677,male,20,job_type3
PERSON_0000000678,male,30,job_type4
PERSON_0000000679,male,60,job_type3
PERSON_0000000680,female,40,job_type4
PERSON_0000000681,female,20,salaried
PERSON_0000000682,female,40,job_type3
PERSON_0000000683,male,60,job_type3
PERSON_0000000684,male,60,job_type5
PERSON_0000000685,female,20,job_type3
PERSON_0000000686,female,30,job_type3
PERSON_0000000687,female,30,job_type4
PERSON_0000000688,male,60,salaried
PERSON_0000000689,male,30,non_salaried
PERSON_0000000690,male,60,non_salaried
PERSON_0000000691,male,40,job_type3
PERSON_0000000692,male,30,job_type3
PERSON_0000000693,male,30,salaried
PERSON_0000000694,male,30,job_type3
PERSON_0000000695,male,20,job_type5
PERSON_0000000696,male,60,non_salaried
PERSON_0000000697,male,40,non_salaried
PERSON_0000000698,male,40,salaried
PERSON_0000000699,male,60,job_type4
PERSON_0000000700,male,40,job_type4
PERSON_0000000701,female,20,non_salaried
PERSON_0000000702,male,40,non_salaried
PERSON_0000000703,male,40,job_type4
PERSON_0000000704,female,20,non_salaried
PERSON_0000000705,female,60,non_salaried
PERSON_0000000706,female,60,job_type4
PERSON_0000000707,male,30,non_salaried
PERSON_0000000708,female,60,job_type5
PERSON_0000000709,male,40,job_type3
PERSON_0000000710,male,40,job_type4
PERSON_0000000711,female,20,non_salaried
PERSON_0000000712,male,30,job_type3
PERSON_0000000713,female,30,job_type3
PERSON_0000000714,male,40,salaried
PERSON_0000000715,male,60,job_type3
PERSON_0000000716,male,30,job_type4
PERSON_0000000717,female,30,job_type5
PERSON_0000000718,male,20,salaried
PERSON_0000000719,male,30,non_salaried
PERSON_0000000720,male,20,job_type5
PERSON_0000000721,male,40,job_type4
PERSON_0000000722,female,60,non_salaried
PERSON_0000000723,male,60,job_type5
PERSON_0000000724,female,40,job_type5
PERSON_0000000725,male,30,salaried
PERSON_0000000726,male,60,job_type3
PERSON_0000000727,male,40,job_type4
PERSON_0000000728,male,60,non_salaried
PERSON_0000000729,male,30,salaried
PERSON_0000000730,male,60,non_salaried
PERSON_0000000731,male,40,job_type4
